id,title,motion,manual motion,govt/opp motion,motion party affiliation,utt1,utt2,utt3,utt4,utt5,manual speech,vote speech,party affiliation,name,rebellion %
82,TAX AVOIDANCE AND EVASION,"That this House notes with concern the revelations contained within the Panama Papers and recognises the widespread public view that individuals and companies should pay their fair share of tax; and calls upon the Government to implement Labour-s Tax Transparency Enforcement Programme which includes: an immediate public inquiry into the revelations in the Panama Papers, HMRC being properly resourced to investigate tax avoidance and evasion, greater public sector transparency to ensure foreign companies wanting to tender for public sector contracts publicly list their beneficial owners, consultation on proposals for foreign companies wanting to own UK property to have their beneficial owners listed publicly, working with banks to provide further information over beneficial ownership for all companies and whom they work for, the swift implementation of full public country-by-country reporting with a fair turnover threshold as well as ensuring robust protection for whistle blowers in this area, ensuring stricter minimum standards of transparency of company and trust ownership for Crown Dependencies and Overseas Territories, consideration of the development of the Ramsey Principle by courts, implementation of an immediate review into the registry of trusts, and the strengthening and extension of the General Anti-Avoidance Rule to cover offshore abuses.",0,0,Lab,"My hon. Friend mentioned earlier the situation in America. None of the bankers in this country was held to account for the crash, but a number of those in America were. Does she agree that something should be done about that?","The hon. Gentleman mentioned public anger. Measures against the recession have been going on for about six years. The public are weary of that, just as the public in America are weary of what is happening there. The public feel aggrieved at us because the recession and the measures to deal with it have been too harsh and have gone on for too long. That is one reason why people feel that they bear the biggest part of the burden.",,,,1,1,Lab,Jim Cunningham,0.5
82,TAX AVOIDANCE AND EVASION,"That this House notes with concern the revelations contained within the Panama Papers and recognises the widespread public view that individuals and companies should pay their fair share of tax; and calls upon the Government to implement Labour-s Tax Transparency Enforcement Programme which includes: an immediate public inquiry into the revelations in the Panama Papers, HMRC being properly resourced to investigate tax avoidance and evasion, greater public sector transparency to ensure foreign companies wanting to tender for public sector contracts publicly list their beneficial owners, consultation on proposals for foreign companies wanting to own UK property to have their beneficial owners listed publicly, working with banks to provide further information over beneficial ownership for all companies and whom they work for, the swift implementation of full public country-by-country reporting with a fair turnover threshold as well as ensuring robust protection for whistle blowers in this area, ensuring stricter minimum standards of transparency of company and trust ownership for Crown Dependencies and Overseas Territories, consideration of the development of the Ramsey Principle by courts, implementation of an immediate review into the registry of trusts, and the strengthening and extension of the General Anti-Avoidance Rule to cover offshore abuses.",0,0,Lab,"My hon. Friend is talking about fairness and about some of the challenges that we faced with the deficit that we inherited. Is he not proud that in those circumstances, not only have we shifted income tax from the lowest paid to the highest paid, but we have helped small businesses? Through the reforms to business rates, we will take many smaller businesses out of business rates altogether while making multinationals pay more.","My hon. Friend is making a very interesting point. May I add another initiative which, to be fair, was an initiative of the previous Labour Government? The extractive industries transparency initiative was brought in by Labour, but it did not sign the UK up to it. This initiative is very important for raising tax revenue not just in the UK but around the world, and for making sure there is proper transparency as to where the extractive industries pay their money. Many of us, cross-party, campaigned for that. The Business, Innovation and Skills Committee said it was a mistake for the previous Government not to have signed up to it. This Government have, quite rightly, taken us into it.",,,,0,0,Con,Robin Walker,0.0
82,TAX AVOIDANCE AND EVASION,"That this House notes with concern the revelations contained within the Panama Papers and recognises the widespread public view that individuals and companies should pay their fair share of tax; and calls upon the Government to implement Labour-s Tax Transparency Enforcement Programme which includes: an immediate public inquiry into the revelations in the Panama Papers, HMRC being properly resourced to investigate tax avoidance and evasion, greater public sector transparency to ensure foreign companies wanting to tender for public sector contracts publicly list their beneficial owners, consultation on proposals for foreign companies wanting to own UK property to have their beneficial owners listed publicly, working with banks to provide further information over beneficial ownership for all companies and whom they work for, the swift implementation of full public country-by-country reporting with a fair turnover threshold as well as ensuring robust protection for whistle blowers in this area, ensuring stricter minimum standards of transparency of company and trust ownership for Crown Dependencies and Overseas Territories, consideration of the development of the Ramsey Principle by courts, implementation of an immediate review into the registry of trusts, and the strengthening and extension of the General Anti-Avoidance Rule to cover offshore abuses.",0,0,Lab,"Does my hon. Friend think the comments that have been made–for instance, the right hon. Member for Rutland and Melton said, ""QUOTATION""–have added to the public's distrust of politicians in this place?",I had a conversation with a Conservative Member who suggested to me that Members should declare their unearned earnings. Does my hon. Friend know what that means?,,,,1,1,Lab,Dawn Butler,1.3
82,TAX AVOIDANCE AND EVASION,"That this House notes with concern the revelations contained within the Panama Papers and recognises the widespread public view that individuals and companies should pay their fair share of tax; and calls upon the Government to implement Labour-s Tax Transparency Enforcement Programme which includes: an immediate public inquiry into the revelations in the Panama Papers, HMRC being properly resourced to investigate tax avoidance and evasion, greater public sector transparency to ensure foreign companies wanting to tender for public sector contracts publicly list their beneficial owners, consultation on proposals for foreign companies wanting to own UK property to have their beneficial owners listed publicly, working with banks to provide further information over beneficial ownership for all companies and whom they work for, the swift implementation of full public country-by-country reporting with a fair turnover threshold as well as ensuring robust protection for whistle blowers in this area, ensuring stricter minimum standards of transparency of company and trust ownership for Crown Dependencies and Overseas Territories, consideration of the development of the Ramsey Principle by courts, implementation of an immediate review into the registry of trusts, and the strengthening and extension of the General Anti-Avoidance Rule to cover offshore abuses.",0,0,Lab,"The hon. Gentleman is, as usual, making a powerful speech. Christian Aid noted recently that an oil company in Uganda had approached Mossack Fonseca in an attempt to avoid paying £400 million worth of taxes there. That is equivalent to the budget of the entire Ugandan healthcare service. Does the hon. Gentleman agree that the avoidance of such taxes is not a victimless crime?",,,,,1,1,Lab,Mike Kane,0.3
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"I thank the hon. Lady for bringing forward this very important debate. She is making a powerful speech. Every year, Members of this House sign the holocaust book of commitment, making the pledge that that terrible genocide will never be forgotten. I have personally signed a pledge that I will never walk on by. Does she agree that today we have the opportunity to make sure that none of us walks on by as we see this terrible genocide unfold?",,,,,1,1,Lab,Catherine McKinnell,1.3
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"I join others in highlighting the importance of this debate. Surely to goodness, though, making these poor people go through it all again when they have to provide their testimony to organisations seems harsh when those organisations should not need such persuasion. They should be capable of realising what is happening without needing to put people through the pain of having to repeat themselves over and over again.","I gently take my hon. Friend to task for saying ""QUOTATION"". Daesh does kill indiscriminately when it comes to some groups, but it absolutely discriminates when it comes to Christians and Yazidis, because it wants to exterminate them and completely eradicate them from the world.",,,,1,1,Lab,Robert Flello,0.7
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"I fully intend to support and vote for this important motion. When I was in Syria two weeks ago, I interviewed about 23 or 24 people from various groups who had suffered, including Christians and Alawites. My key point in the debate is that not just Daesh was responsible, but Daesh and its allies. We should remember that when we come to bring these cases before the international court.",,,,,1,1,Con,David Davis,2.5
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"I shall also proudly support the motion, and I hope that the hon. Member for Congleton, who made a powerful speech, will press it to a Division. We should follow the US Secretary of State and call this behaviour what it really is. The suffering of the Yazidis at the hands of Daesh is compounded by their suffering at the hands  of the Assad regime. Does my hon. Friend agree that if we focus only on Daesh, we do a great disservice to those who are fleeing the horror of the Assad regime, whose suffering should count just as much and should demand as much attention from this Government?",,,,,1,1,Lab,Jo Cox,0.6
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"Does my hon. Friend agree that some of the women and girls who are abducted and then escape face stigma and discrimination when they return? Does he agree that those women and girls are victims, and that they should be given all the help and support that they need and deserve so that they can move on in life? We should also bring the perpetrators to justice.",,,,,1,1,Con,Helen Grant,0.0
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"People talk about reconstruction, but should not part of that reconstruction involve the rehabilitation of these women, and some form of compensation for them and their families? As we heard earlier, in some communities, the stigma is there for a lifetime and cannot be got rid of. That applies particularly to Christians, who have been persecuted not only by Daesh, but in North Korea and other parts of the world.","My right hon. Friend has asked a very interesting question. We should bear in mind that it was the allies who set up the Nuremberg courts. Governments can, in fact, get together and do something.",,,,1,1,Lab,Jim Cunningham,0.5
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"I to pay tribute to my hon. Friend the Member for Congleton for her great courage and compassion, and for taking such a strong lead in this debate. I rise to support the motion calling on the Government to recognise the appalling acts by Daesh against the Yazidis, Christians and others as genocide. It bears repeating that genocide is defined as","""QUOTATION"".","Have we seen evidence of such intent? Yes, indisputably, in the kidnapping of women and girls; in torture, rape and sexual enslavement; in beheadings, crucifixions and mass graves; in the assassination of Church leaders and the desecration and destruction of churches, cemeteries and artefacts; and in the enforced conversions and the driving of people from their lands. We should remember the plight of the 40,000 Yazidis trapped on a mountainside in 2014, and the airdrops made to save them from certain death.","Yesterday, I heard first-hand testimony in this place from a very brave, scarred young woman who had escaped her captors. However, testimony comes not just from victims but through the self-proclamation of the perpetrators in thought, word and deed. How do they plead to the charge of the murder and subjugation of Yazidis and Christians? They claim credit.","This Government are committed to upholding human rights, supporting projects the world over and dedicating millions in funding to that end. Freedom of religion is a fundamental human right. I understand that what stands in the way of us formally calling Daesh’s atrocities genocide is the question of legal standing. The term ""QUOTATION"" is a legal definition and can seemingly be determined only by the International Criminal Court. So what can we do? We can call for evidence to be formally collected. We can call this in by referring the matter to the United Nations, so that it can give jurisdiction to the International Criminal Court. Daesh is indiscriminate in who it hurts, but it reserves particular cruelties for Yazidis, Christians and other minority ethnic groups. How best can we support those groups of persecuted people at this moment? We can call their suffering what it is: genocide.",1,1,Con,Caroline Ansell,0.2
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"My hon. Friend is making a powerful speech. Does he agree that this issue has many of the hallmarks of what we faced 75 years ago, in that Daesh is like National Socialism: it is not just a movement trying to take over one country; it is a movement trying to make a race and a belief dominant, and in doing so eliminate its opponents?",,,,,1,1,Con,Kevin Foster,0.7
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"In an impressive speech, the hon. Gentleman has, like other Members, used the word ""QUOTATION"" to describe the treatment of Christians and Yazidis. Does he think it would be helpful and possibly powerful if there were a vote on this motion, so that this House confirmed its definition of the treatment of the Christians and Yazidis as genocide?",,,,,1,1,Lab,Gerald Kaufman,0.0
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"Thank you, Madam Deputy Speaker, for allowing me to speak on a motion that is of supreme importance to me personally. I congratulate the hon. Member for Congleton on securing the debate and echo her thanks for the work done in the House of Lords in the past few years to bring this issue to the attention of the UK population and us in this place. I also thank the Backbench Business Committee for allowing this debate to take place. I wanted to write a speech that would provide evidence that this was a genocide, but that has been covered by other Members, including the hon. Members for Liverpool, West Derby, for Eastbourne and for Congleton. Therefore, I will focus my remarks on my experience and why this subject is so important to me, and why it is so important to us as a humanitarian country—a country that believes in human rights.","As a Member of Parliament, I have, over the past eight or nine months, travelled to Rojava, in Syria, to the Kurdistan Regional Government region of Iraq and to Turkey. I have been to the refugee camps of the Yazidi people: I have been to the Nowruz camp in Rojava and to refugee camps outside Batman and Diyarbakir in Turkey. I have spoken to many men, women and children—Yazidis and Alevis—who have been affected by the actions of Daesh. Their lives have been inexorably and demonstrably changed by what has  happened to them in their communities and in their countries. It is that experience that brings me here to the Chamber today to speak and to show how what is happening is genocide.","I was in Rojava for eight days. I met members of the organisation Yekitiya Star, to which other Members have referred, in which Kurdish women—Muslims, not Yazidi women—work with Yazidi women to try to bring back those women who have been abducted, raped and brutalised. They have experienced barbarism. Those women who have had these terrible experiences—the worst experiences—are ashamed to return to their communities because of what has happened to them. Children of nine and 10 have been raped and impregnated. They are victims of a brutal system that demeans religions and demeans people. The system is about bringing them to account. Those women spoke powerfully to all of us who were there in Rojava. They told us that people from the Kurdish movement in Rojava were buying back women at auctions, using the resources of Rojava to bring women back from slavery. Sometimes they were found out. Sometimes Daesh worked out that they were trying to stop the enslavement by buying back the women. In such cases, those women disappeared. These are powerful stories of what is happening to women and men in that area.","I had a perfectly crafted speech to read out, but I have decided to speak freely. Yesterday, I listened to the testimony of Ekhlas, a 15-year-old who was abducted from her house. I will not paraphrase what she said, as I took down her words directly. I will read out her testimony, as her voice and the voice of the Yazidi and Alevi women deserve to be heard in this place. If anyone wants to intervene on me, could they do so now, as I will read out Ekhlas’s words.","""QUOTATION"".",1,1,IndSN,Natalie McGarry,0.0
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"My hon. Friend is making a powerful point. I was present when the Minister gave that response. Does my hon. Friend hope, as I do, that this afternoon the whole House will be given the opportunity to send a powerful message by voting and being united in that vote, and inviting Ministers and Parliamentary Private Secretaries–those on the payroll–to vote as well, to send a strong message that what is happening is genocide?",,,,,1,1,Con,Michael Tomlinson,0.5
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"The hon. Gentleman makes an important point about the bodies that have declared that genocide is being committed. Having heard from Daesh itself, and having been witness to so many young Yazidi women who come here to tell us their story, what more could it take for this House to form the view that this is genocide, and to have the courage to stand up and say so?",,,,,1,1,SNP,Kirsten Oswald,0.0
83,BACKBENCH BUSINESS - DAESH: GENOCIDE OF MINORITIESBACKBENCH BUSINESS,"That this House believes that Christians, Yazidis, and other ethnic and religious minorities in Iraq and Syria are suffering genocide at the hands of Daesh; and calls on the Government to make an immediate referral to the UN Security Council with a view to conferring jurisdiction upon the International Criminal Court so that perpetrators can be brought to justice.",0,1,Con,"In 1994, I was living a few hundred miles away from where nearly a million people were killed over the course of three months in a genocide in Rwanda. Both before the genocide and during it, the international community was too slow to act and too slow to recognise that crime against humanity. As a result, more people died than was necessary. This is another such occasion on which we have heard the evidence and need to say quite categorically that it is genocide. We should recognise that now. If not now, when?",,,,,1,1,Con,Jeremy Lefroy,1.4
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"My hon. Friend might not be aware of this, but I, as a fellow member of the Administration Committee, have changed my view on this matter, and I now very much agree with him because I believe that this change would be a false economy. We must hang on to this tradition and cherish it.",,,,,1,1,Con,David Amess,0.3
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"Does my hon. Friend agree that it is not just the laws of the land that are printed on vellum? Such things as the Torah scrolls that are used by members of the Jewish community are printed on vellum. If the sole provider of vellum in this country were forced to close because of the House of Lords stopping our use of vellum, that might inconvenience other people and force them to source their items from outside this country–assuming that they are not already doing so, which they might well be.","If we put that one supplier out of business, it is not just parliamentary Acts that will be affected. I understand from the Office of the Chief Rabbi that the Torahs used in this country are not in fact made here, but if that one supplier were to close down because Parliament stopped using it, Torahs and many other non-parliamentary items would not be able to be made here, and the work would have to be exported elsewhere.","Does my hon. Friend agree that the even the highest quality archival paper is going to last only about 300 years, and even then it would cost a lot to maintain in the right humid conditions, whereas vellum can be kept just about anywhere on a shelf and will last 5,000 years?","I think that I have heard the hon. Gentleman refer in the past to the Chartist movement and to other historical aspects of this country. Vellum does not only record positive things. Vellum in society–history–records positive and negative things. If he hates most of the history of this country-–perhaps he does not–does he not want to record that history, whatever it says?",,1,1,Con,Michael Ellis,0.0
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"When I last had a proper job, I worked in local history publishing. We published John Morris's translation of the Domesday Book and relied heavily on other archives, such as materials in the parish chest, that were written on vellum. I will not ask my hon. Friend to comment on whether I would be much the poorer had those things been written not on vellum but on paper, and it had disintegrated, but does he agree that we would be much poorer as a nation in our understanding of our history had such things been written on paper?",Both Houses of Parliament will soon enjoy the ceremony and tradition of the Queen's Speech. Does the hon. Lady agree that it would not be a favourable idea to save money by getting the Queen to make a webcast from her sitting room?,,,,1,1,Con,Rebecca Harris,0.0
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"My hon. Friend mentioned the debate in 1999, when Mr Brian White raised the issue, as a Milton Keynes Member, because the factory would have had to close. I made the point in that debate that down the other end of the building, there was an Act of Parliament dated 1497 that was on view to the public. It was not a facsimile or a replica; it was an Act of Parliament–it bore the sovereign's signature and it was legible. We know that vellum lasts 500 years, but we do not know that any other material will last 500 years.",,,,,1,1,Con,Gerald Howarth,1.1
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"Perhaps my hon. Friend will be interested to hear the opinion of a former colleague of mine, Mrs Meg Ford, who is the head of books and manuscripts at Christie's and one of the world's foremost experts in this field. She advises the great collectors who spend millions of pounds purchasing books and manuscripts. She emailed me to say:","""QUOTATION"".","When I heard that the hon. Lady was opposed to the proposal, I took the liberty–I hope she does not mind–of looking up whether there are any important documents from the town of Grimsby that are printed on vellum and would not have existed had they been printed on paper. It turns out that in Grimsby town hall there are 14 boxes of them including, from 1227, the charter creating the town of Grimsby; from 1256, the charter granting the town of Grimsby its right–",,,1,1,Con,Robert Jenrick,0.5
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"I congratulate my hon. Friend on the great campaign he has run on this issue. Is it not slightly ironic that the year after we celebrated the 800th anniversary of Magna Carta–a document that is essential to our constitution and was written on vellum–their lordships are considering doing away with vellum? Is he aware that while the laws in the Republic of Ireland are written on vellum, I am not aware of any plans to scrap that tradition there?",,,,,1,1,Con,Tim Loughton,1.2
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"I rise to support my hon. Friend the Member for North Wiltshire, who has been fighting the good fight to maintain the 1,000-year tradition of using vellum for the printing and preservation of Acts of Parliament. I confess that I have a vested interest: I successfully took a private Member's Bill through this place and it became an Act of Parliament. However, you will be pleased to hear, Mr Speaker, that there will be no jokes about Peter Pan and Wendy this evening.","When I first came to this place, I was—I often still am—bemused by its many traditions, but they are an integral part of everything that makes this place the mother of all Parliaments. The use of vellum is one such tradition. In a world of fast-moving technology, which we have heard about this afternoon, and of improvements in printing and processing techniques, and document storage, I agree that it is only right to review the practices for printing record copies of public Acts. Some might call me a dinosaur, but I do not think that there is anything wrong with holding on to a tradition of history.","Printing on vellum is a long-standing tradition. Record copies of public Acts have been printed on vellum since 1849. Vellum is far more durable than paper, even archival paper. Without vellum, as we have heard, we would not have Magna Carta, the Domesday Book, the Lindisfarne documents or many other important historical documents.","Time is pressing, so I will conclude my comments there, except to add that the anticipated savings do not justify a departure from this long-standing tradition. Although the world is, indeed, changing, it is important that we do not lose some of our great traditions, so we should not let the use of vellum simply die out.",,1,1,Con,Wendy Morton,0.0
84,RECORD COPIES OF ACTS,That this House disagrees with the conclusion of the House of Commons Administration Committee's First Report of Session 2015-16; welcomes the view expressed by the Minister for the Cabinet Office and Paymaster General that government funds would be available to pay for the continued use of vellum for printing Acts of Parliament; is unwilling to amend or resile from the terms of the Resolutions agreed by both Houses on 12 February 1849; and accordingly instructs the Clerk of the House to convey to the Clerk of the Parliaments that the House of Commons has withheld its consent to the use of archival paper rather than vellum for the printing of record copies of public Acts of Parliament.,0,1,Con,"Traditions are an important part of our country, our way of life and, indeed, our Parliament. Without them, this House would be a duller, drearier place. As we know from history, once traditions are torn down, it is all but impossible to revive them.","On the question of vellum, I am tempted to defer to Edmund Burke's view of society as a contract between the living, the dead and those who are not yet born. I have no wish to deprive future generations of the ability to touch and smell the records of their past. In fact, we have a duty to our descendants to leave behind an abiding physical record of our laws and customs, just as our forebears, in their turn, did for us.","Without doubt, vellum is the natural document to last the ages. Without vellum, we would not have the Domesday Book, nor would we have been able to mark more than 800 years of Magna Carta, with all the historical significance that the four surviving 1215 copies added to our celebrations in Odiham in my constituency and elsewhere. It is entirely due to vellum that awe-inspiring texts such as the St Cuthbert Gospel from the 7th century have survived for so long. Even by the most generous estimates, the archive paper that the other place has proposed as a substitute to vellum has nothing like its lifespan.","As our methods of documentation move into an increasingly digitised world, we will gradually lose the ability to experience historical artefacts and to immerse ourselves fully in the study of the past. Every time a dusty volume is replaced by a PDF, and every time a print newspaper transfers to the internet, we gain something-our lives become more efficient and the pursuit of knowledge becomes easier–but we also lose something: the tactile elegance, the timeless simplicity and the physical permanence of record-keeping.","When it comes to preserving this valuable tradition, I believe that Paul Wright, who works for the vellum manufacturer, put it best when he said, ""QUOTATION"". If we in this House have the confidence to make and enact laws, we must also deem them worthy of preserving through the ages.",1,1,Con,Ranil Jayawardena,0.3
